tweet id,time of tweet,user id,user name,text
1.44842e+18,2021-10-13 22:55:58+00:00,557100288.0,ReviewDork,"So #AMC full of diamond hands ? I’m jealous!!! Below is #APPL that turnover, that’s real diamond hands!!! We MUST do better! Currently we are at 6.4%. if 4.1 Million of us bought 4 shares this week held for dear life! We cut 6.4 to 3.2 &amp; take shares off the table #AMCFINISHHIM https://t.co/M9v0esny4s"
1.4484e+18,2021-10-13 21:42:03+00:00,1283519791.0,TradingSurfers,"Algo Trade Setup in #AMD 📈

Before &amp; After 💸
Are you in with us?
https://t.co/SZzMPcj3wS

#algotrading #NDX #SPX #MSFT #APPL #AMZN #GOOG #GOOGL #FB #AMD #NVDA #SMH #XLK #JPM #M #PG #UNH #INTC #VZ #MA #PFE #MRK #BAC #DIS #NFLX #TSLA https://t.co/c1HBx5YKjJ"
1.44836e+18,2021-10-13 18:30:59+00:00,1.41863e+18,DrAbukamlehMd,"Did you know?
Water regulates internal body temperature, lubricates joints, and cushions vital organs. Stay Hydrated, Stay Healthy!!
Schedule your annual Checkup Today! ~ (760) 515-4003

#drabukamleh #drhishamabukamleh #drhishamabukamlehmd #doctor #applevalleymd #highdesert #appl https://t.co/yrTIK1WQtn"
1.44832e+18,2021-10-13 15:50:03+00:00,1283519791.0,TradingSurfers,"#NFE #Elliottwave Analysis 📈

Please like and share if you appreciate this chart
https://t.co/tDvfdQFQ4l

#algotrading #NDX #SPX #MSFT #APPL #AMZN #GOOG #GOOGL #FB #AMD #NVDA #SMH #XLK #JPM #M #PG #UNH #INTC https://t.co/FDiVpNq3tZ"
1.4483e+18,2021-10-13 15:06:31+00:00,1283519791.0,TradingSurfers,"Wave 2 Trade Setup in #MSFT 📈

Before &amp; After 💸
Are you in with us?
https://t.co/tDvfdQFQ4l

#algotrading #NDX #SPX #MSFT #APPL #AMZN #GOOG #GOOGL #FB #AMD #NVDA #SMH #XLK #JPM #M #PG #UNH #INTC #VZ #MA #PFE #MRK #BAC #DIS #NFLX #TSLA https://t.co/Dwy6msKbs4"
1.44828e+18,2021-10-13 13:31:43+00:00,1919373924.0,OrbexFX,"Today's #stock opportunities:
#Apple #APPL 01:35
#GeneralMotors #GM 03:25

#orbex_fx #stockmarket #stock #stockmarkets #stockinvesting #stockmarketinvesting #stocktrader #stockbroker #investing #trading #forex #finance #forextrader #forextrading #stocks
https://t.co/7PGlpOiwXn"
1.44828e+18,2021-10-13 13:13:05+00:00,1.39653e+18,GoodVsEvil17,"#APPL Cutting iPhone orders in Half... Chip Shortage... @cvpayne @MelissaLeeCNBC 
 #AMC #GME #insidertrading https://t.co/ijbMnBCsXq"
1.44795e+18,2021-10-12 15:47:49+00:00,1.44474e+18,CompetitivTech,"QUESTION:🤔

🚀BEST
🙉MEME STOCK

⏰RIGHT NOW??

$amc #amc #gme $gme $clov #clov #appl $appl #clover $spce #workhorse $x $wkhs $pltr $nok #ShortSqueeze #stonks #AMCtothemoon #stockmarket #inflation #APESNOTLEAVING #AMCUndefeated #AMCDAY #palantir #pltr #MRNA $MRNA #FB $FB"
1.44768e+18,2021-10-11 21:33:59+00:00,1.06206e+18,aaric_aardwolf,It's cider time. #appl https://t.co/zmvvbk8kaI
1.44758e+18,2021-10-11 15:28:09+00:00,1.29589e+18,8thofaugustco,"𝗡𝗲𝘄 𝗔𝗿𝗿𝗶𝘃𝗮𝗹𝘀 𝗔𝗹𝗲𝗿𝘁 🚨

Go check out our New Arrivals in Girls &amp; Women’s 

https://t.co/Mt7qRu05vu

 #eighthofaugust #eighthofaugustco #womensfashion #littlegirlfashion #smallbusinessowner #questionaire #victorville #appl https://t.co/1aZho74mzP"
